accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,micro_f1,macro_auc,brier,logloss
0.7155172413793104,0.7065194271128759,0.7163742690058479,0.7085477887903552,0.7080574068078115,0.7155172413793104,0.8997055576002945,,0.5659174446202005
