accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,micro_f1,macro_auc,brier,logloss
0.7327586206896551,0.7270784770784772,0.7339181286549707,0.7276943923285387,0.7270290159798151,0.7327586206896551,0.9051810762337077,,0.554775113273998
