Class,Precision,Recall,F1,AUC
SCD,0.8947368421052632,0.8717948717948718,0.8831168831168831,0.9613719613719613
MCI,0.6756756756756757,0.6410256410256411,0.6578947368421053,0.8451548451548452
AD,0.7560975609756098,0.8157894736842105,0.7848101265822784,0.9517543859649122
