accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,micro_f1,macro_auc,brier,logloss
0.75,0.7890652557319223,0.7489878542510121,0.7548238064367098,0.7549648604709784,0.75,0.9171048249995618,,0.5658979262258306
