accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,micro_f1,macro_auc,brier,logloss
0.7758620689655172,0.7755033595855162,0.7762033288349078,0.7752739155137555,0.7751917067976477,0.7758620689655172,0.9194270641639063,,0.5279128326307011
